date,open,high,low,close,volume,adjClose
2/26/2013,1487.85,1498.99,1485.01,1496.94,3975280000,1496.94
2/25/2013,1515.6,1525.84,1487.85,1487.85,4011050000,1487.85
2/22/2013,1502.42,1515.64,1502.42,1515.6,3419320000,1515.6
2/21/2013,1511.95,1511.95,1497.29,1502.42,4274600000,1502.42
2/20/2013,1530.94,1530.94,1511.41,1511.95,4240570000,1511.95
2/19/2013,1519.79,1530.94,1519.79,1530.94,3748910000,1530.94
2/15/2013,1521.38,1524.24,1514.14,1519.79,3838510000,1519.79
2/14/2013,1520.33,1523.14,1514.02,1521.38,3759740000,1521.38
2/13/2013,1519.43,1524.69,1515.93,1520.33,3385880000,1520.33
2/12/2013,1517.01,1522.29,1515.61,1519.43,3414370000,1519.43
2/11/2013,1517.93,1518.31,1513.61,1517.01,2684100000,1517.01
2/8/2013,1509.39,1518.31,1509.39,1517.93,2986150000,1517.93
2/7/2013,1512.12,1512.9,1498.49,1509.39,3614580000,1509.39
2/6/2013,1511.29,1512.53,1504.71,1512.12,3611570000,1512.12
2/5/2013,1495.71,1514.96,1495.71,1511.29,3618360000,1511.29
2/4/2013,1513.17,1513.17,1495.02,1495.71,3390000000,1495.71
2/1/2013,1498.11,1514.41,1498.11,1513.17,3836320000,1513.17
1/31/2013,1501.96,1504.19,1496.76,1498.11,3999880000,1498.11
1/30/2013,1507.84,1509.94,1500.11,1501.96,3726810000,1501.96
1/29/2013,1500.18,1509.35,1498.09,1507.84,3949640000,1507.84
1/28/2013,1502.96,1503.23,1496.33,1500.18,3388540000,1500.18
1/25/2013,1494.82,1503.26,1494.82,1502.96,3476290000,1502.96
1/24/2013,1494.81,1502.27,1489.46,1494.82,3699430000,1494.82
1/23/2013,1492.56,1496.13,1489.9,1494.81,3552010000,1494.81
1/22/2013,1485.98,1492.56,1481.16,1492.56,3570950000,1492.56
1/18/2013,1480.95,1485.98,1475.81,1485.98,3795740000,1485.98
1/17/2013,1472.63,1485.16,1472.63,1480.94,3706710000,1480.94
1/16/2013,1472.33,1473.96,1467.6,1472.63,3384080000,1472.63
1/15/2013,1470.67,1473.31,1463.76,1472.34,3135350000,1472.34
1/14/2013,1472.05,1472.05,1465.69,1470.68,3003010000,1470.68
1/11/2013,1472.12,1472.75,1467.58,1472.05,3340650000,1472.05
1/10/2013,1461.02,1472.3,1461.02,1472.12,4081840000,1472.12
1/9/2013,1457.15,1464.73,1457.15,1461.02,3674390000,1461.02
1/8/2013,1461.89,1461.89,1451.64,1457.15,3601600000,1457.15
1/7/2013,1466.47,1466.47,1456.62,1461.89,3304970000,1461.89
1/4/2013,1459.37,1467.94,1458.99,1466.47,3424290000,1466.47
1/3/2013,1462.42,1465.47,1455.53,1459.37,3829730000,1459.37
1/2/2013,1426.19,1462.43,1426.19,1462.42,4202600000,1462.42
12/31/2012,1402.43,1426.74,1398.11,1426.19,3204330000,1426.19
12/28/2012,1418.1,1418.1,1401.58,1402.43,2426680000,1402.43
12/27/2012,1419.83,1422.8,1401.8,1418.1,2830180000,1418.1
12/26/2012,1426.66,1429.42,1416.43,1419.83,2285030000,1419.83
12/24/2012,1430.15,1430.15,1424.66,1426.66,1248960000,1426.66
12/21/2012,1443.67,1443.67,1422.58,1430.15,5229160000,1430.15
12/20/2012,1435.81,1443.7,1432.82,1443.69,3686580000,1443.69
12/19/2012,1446.79,1447.75,1435.8,1435.81,3869800000,1435.81
12/18/2012,1430.47,1448,1430.47,1446.79,4302240000,1446.79
12/17/2012,1413.54,1430.67,1413.54,1430.36,3455610000,1430.36
12/14/2012,1419.45,1419.45,1411.88,1413.58,3210170000,1413.58
12/13/2012,1428.48,1431.36,1416,1419.45,3349960000,1419.45
12/12/2012,1427.84,1438.59,1426.76,1428.48,3709050000,1428.48
12/11/2012,1418.55,1434.27,1418.55,1427.84,3650230000,1427.84
12/10/2012,1418.07,1421.64,1415.64,1418.55,2999430000,1418.55
12/7/2012,1413.95,1420.34,1410.9,1418.07,3125160000,1418.07
12/6/2012,1409.43,1413.95,1405.93,1413.94,3229700000,1413.94
12/5/2012,1407.05,1415.56,1398.23,1409.28,4253920000,1409.28
12/4/2012,1409.46,1413.14,1403.65,1407.05,3247710000,1407.05
12/3/2012,1416.34,1423.73,1408.46,1409.46,3074280000,1409.46
11/30/2012,1415.95,1418.86,1411.63,1416.18,3966000000,1416.18
11/29/2012,1409.96,1419.7,1409.04,1415.95,3356850000,1415.95
11/28/2012,1398.77,1410.31,1385.43,1409.93,3359250000,1409.93
11/27/2012,1406.29,1409.01,1398.03,1398.94,3323120000,1398.94
11/26/2012,1409.15,1409.15,1397.68,1406.29,2948960000,1406.29
11/23/2012,1391.03,1409.16,1391.03,1409.15,1504960000,1409.15
11/21/2012,1387.79,1391.25,1386.39,1391.03,2667090000,1391.03
11/20/2012,1386.82,1389.77,1377.04,1387.81,3207160000,1387.81
11/19/2012,1359.88,1386.89,1359.88,1386.89,3374800000,1386.89
11/16/2012,1353.36,1362.03,1343.35,1359.88,4045910000,1359.88
11/15/2012,1355.41,1360.62,1348.05,1353.33,3928870000,1353.33
11/14/2012,1374.64,1380.13,1352.5,1355.49,4109510000,1355.49
11/13/2012,1380.03,1388.81,1371.39,1374.53,3455550000,1374.53
11/12/2012,1379.86,1384.87,1377.19,1380.03,2567540000,1380.03
11/9/2012,1377.55,1391.39,1373.03,1379.85,3647350000,1379.85
11/8/2012,1394.53,1401.23,1377.51,1377.51,3779520000,1377.51
11/7/2012,1428.27,1428.27,1388.14,1394.53,4356490000,1394.53
11/6/2012,1417.26,1433.38,1417.26,1428.39,3306970000,1428.39
11/5/2012,1414.02,1419.9,1408.13,1417.26,2921040000,1417.26
11/2/2012,1427.59,1434.27,1412.91,1414.2,3732480000,1414.2
11/1/2012,1412.2,1428.35,1412.2,1427.59,3929890000,1427.59
10/31/2012,1410.99,1418.76,1405.95,1412.16,3577110000,1412.16
10/26/2012,1412.97,1417.09,1403.28,1411.94,3284910000,1411.94
10/25/2012,1409.74,1421.12,1405.14,1412.97,3512640000,1412.97
10/24/2012,1413.2,1420.04,1407.1,1408.75,3385970000,1408.75
10/23/2012,1433.74,1433.74,1407.56,1413.11,3587670000,1413.11
10/22/2012,1433.21,1435.46,1422.06,1433.82,3216220000,1433.82
10/19/2012,1457.34,1457.34,1429.85,1433.19,3875170000,1433.19
10/18/2012,1460.94,1464.02,1452.63,1457.34,3880030000,1457.34
10/17/2012,1454.22,1462.2,1453.35,1460.91,3655320000,1460.91
10/16/2012,1440.31,1455.51,1440.31,1454.92,3568770000,1454.92
10/15/2012,1428.75,1441.31,1427.24,1440.13,3483810000,1440.13
10/12/2012,1432.84,1438.43,1425.53,1428.59,3134750000,1428.59
10/11/2012,1432.82,1443.9,1432.82,1432.84,3672540000,1432.84
10/10/2012,1441.48,1442.52,1430.64,1432.56,3225060000,1432.56
10/9/2012,1455.9,1455.9,1441.18,1441.48,3216320000,1441.48
10/8/2012,1460.93,1460.93,1453.1,1455.88,2328720000,1455.88
10/5/2012,1461.4,1470.96,1456.89,1460.93,3172940000,1460.93
10/4/2012,1451.08,1463.14,1451.08,1461.4,3615860000,1461.4
10/3/2012,1446.05,1454.3,1441.99,1450.99,3531640000,1450.99
10/2/2012,1444.99,1451.52,1439.01,1445.75,3321790000,1445.75
10/1/2012,1440.9,1457.14,1440.9,1444.49,3505080000,1444.49
9/28/2012,1447.13,1447.13,1435.6,1440.67,3509230000,1440.67
9/27/2012,1433.36,1450.2,1433.36,1447.15,3150330000,1447.15
9/26/2012,1441.6,1441.6,1430.53,1433.32,3565380000,1433.32
9/25/2012,1456.94,1463.24,1441.59,1441.59,3739900000,1441.59
9/24/2012,1459.76,1460.72,1452.06,1456.89,3008920000,1456.89
9/21/2012,1460.34,1467.07,1459.51,1460.15,4833870000,1460.15
9/20/2012,1461.05,1461.23,1449.98,1460.26,3382520000,1460.26
9/19/2012,1459.5,1465.15,1457.88,1461.05,3451360000,1461.05
9/18/2012,1461.19,1461.47,1456.13,1459.32,3377390000,1459.32
9/17/2012,1465.42,1465.63,1457.55,1461.19,3482430000,1461.19
9/14/2012,1460.07,1474.51,1460.07,1465.77,5041990000,1465.77
9/13/2012,1436.56,1463.76,1435.34,1459.99,4606550000,1459.99
9/12/2012,1433.56,1439.15,1432.99,1436.56,3641200000,1436.56
9/11/2012,1429.13,1437.76,1429.13,1433.56,3509630000,1433.56
9/10/2012,1437.92,1438.74,1428.98,1429.08,3223670000,1429.08
9/7/2012,1432.12,1437.92,1431.45,1437.92,3717620000,1437.92
9/6/2012,1403.74,1432.12,1403.74,1432.12,3952870000,1432.12
9/5/2012,1404.94,1408.81,1401.25,1403.44,3389110000,1403.44
9/4/2012,1406.54,1409.31,1396.56,1404.94,3200310000,1404.94
8/31/2012,1400.07,1413.09,1398.96,1406.58,2938250000,1406.58
8/30/2012,1410.08,1410.08,1397.01,1399.48,2530280000,1399.48
8/29/2012,1409.32,1413.95,1406.57,1410.49,2571220000,1410.49
8/28/2012,1410.44,1413.63,1405.59,1409.3,2629090000,1409.3
8/27/2012,1411.13,1416.17,1409.11,1410.44,2472500000,1410.44
8/24/2012,1401.99,1413.46,1398.04,1411.13,2598790000,1411.13
8/23/2012,1413.49,1413.49,1400.5,1402.08,3008240000,1402.08
8/22/2012,1413.09,1416.12,1406.78,1413.49,3062690000,1413.49
8/21/2012,1418.13,1426.68,1410.86,1413.17,3282950000,1413.17
8/20/2012,1417.85,1418.13,1412.12,1418.13,2766320000,1418.13
8/17/2012,1415.84,1418.71,1414.67,1418.16,2922990000,1418.16
8/16/2012,1405.57,1417.44,1404.15,1415.51,3114100000,1415.51
8/15/2012,1403.89,1407.73,1401.83,1405.53,2655750000,1405.53
8/14/2012,1404.36,1410.03,1400.6,1403.93,2930900000,1403.93
8/13/2012,1405.87,1405.87,1397.32,1404.11,2499990000,1404.11
8/10/2012,1402.58,1405.98,1395.62,1405.87,2767980000,1405.87
8/9/2012,1402.26,1405.95,1398.8,1402.8,3119610000,1402.8
8/8/2012,1401.23,1404.14,1396.13,1402.22,3221790000,1402.22
8/7/2012,1394.46,1407.14,1394.46,1401.35,3682490000,1401.35
8/6/2012,1391.04,1399.63,1391.04,1394.23,3122050000,1394.23
8/3/2012,1365.45,1394.16,1365.45,1390.99,3751170000,1390.99
8/2/2012,1375.13,1375.13,1354.65,1365,4193740000,1365
8/1/2012,1379.32,1385.03,1373.35,1375.32,4440920000,1375.32
7/31/2012,1385.27,1387.16,1379.17,1379.32,3821570000,1379.32
7/30/2012,1385.94,1391.74,1381.37,1385.3,3212060000,1385.3
7/27/2012,1360.05,1389.19,1360.05,1385.97,4399010000,1385.97
7/26/2012,1338.17,1363.13,1338.17,1360.02,4429300000,1360.02
7/25/2012,1338.35,1343.98,1331.5,1337.89,3719170000,1337.89
7/24/2012,1350.52,1351.53,1329.24,1338.31,3891290000,1338.31
7/23/2012,1362.34,1362.34,1337.56,1350.52,3717180000,1350.52
7/20/2012,1376.51,1376.51,1362.19,1362.66,3925020000,1362.66
7/19/2012,1373.01,1380.39,1371.21,1376.51,4043360000,1376.51
7/18/2012,1363.58,1375.26,1358.96,1372.78,3642630000,1372.78
7/17/2012,1353.68,1365.36,1345.07,1363.67,3566680000,1363.67
7/16/2012,1356.5,1357.26,1348.51,1353.64,2862720000,1353.64
7/13/2012,1334.81,1357.7,1334.81,1356.78,3212930000,1356.78
7/12/2012,1341.29,1341.29,1325.41,1334.76,3654440000,1334.76
7/11/2012,1341.4,1345,1333.25,1341.45,3426290000,1341.45
7/10/2012,1352.96,1361.54,1336.27,1341.47,3470600000,1341.47
7/9/2012,1354.66,1354.87,1346.65,1352.46,2904860000,1352.46
7/6/2012,1367.09,1367.09,1348.03,1354.68,2745140000,1354.68
7/5/2012,1373.72,1373.85,1363.02,1367.58,3041520000,1367.58
7/3/2012,1365.75,1374.81,1363.53,1374.02,2116390000,1374.02
7/2/2012,1362.33,1366.35,1355.7,1365.51,3301650000,1365.51
6/29/2012,1330.12,1362.17,1330.12,1362.16,4590480000,1362.16
6/28/2012,1331.52,1331.52,1313.29,1329.04,3969370000,1329.04
6/27/2012,1320.71,1334.4,1320.71,1331.85,3286910000,1331.85
6/26/2012,1314.09,1324.24,1310.3,1319.99,3412940000,1319.99
6/25/2012,1334.9,1334.9,1309.27,1313.72,3501820000,1313.72
6/22/2012,1325.92,1337.82,1325.92,1335.02,5271490000,1335.02
6/21/2012,1355.43,1358.27,1324.41,1325.51,4094470000,1325.51
6/20/2012,1358.04,1361.57,1346.45,1355.69,3695700000,1355.69
6/19/2012,1344.83,1363.46,1344.83,1357.98,3815350000,1357.98
6/18/2012,1342.42,1348.22,1334.46,1344.78,3259430000,1344.78
6/15/2012,1329.19,1343.32,1329.19,1342.84,4401570000,1342.84
6/14/2012,1314.88,1333.68,1314.14,1329.1,3687720000,1329.1
6/13/2012,1324.02,1327.28,1310.51,1314.88,3506510000,1314.88
6/12/2012,1309.4,1324.31,1306.62,1324.18,3442920000,1324.18
6/11/2012,1325.72,1335.52,1307.73,1308.93,3537530000,1308.93
6/8/2012,1314.99,1325.81,1307.77,1325.66,3497190000,1325.66
6/7/2012,1316.15,1329.05,1312.68,1314.99,4258140000,1314.99
6/6/2012,1285.61,1315.13,1285.61,1315.13,4268360000,1315.13
6/5/2012,1277.82,1287.62,1274.16,1285.5,3403230000,1285.5
6/4/2012,1278.29,1282.55,1266.74,1278.18,4011960000,1278.18
6/1/2012,1309.87,1309.87,1277.25,1278.04,4669350000,1278.04
5/31/2012,1313.09,1319.74,1298.9,1310.33,4557620000,1310.33
5/30/2012,1331.25,1331.25,1310.76,1313.32,3534290000,1313.32
5/29/2012,1318.9,1334.93,1318.9,1332.42,3441640000,1332.42
5/25/2012,1320.81,1324.2,1314.23,1317.82,2872660000,1317.82
5/24/2012,1318.72,1324.14,1310.5,1320.68,3937670000,1320.68
5/23/2012,1316.02,1320.71,1296.53,1318.86,4108330000,1318.86
5/22/2012,1316.09,1328.49,1310.04,1316.63,4123680000,1316.63
5/21/2012,1295.73,1316.39,1295.73,1315.99,3786750000,1315.99
5/18/2012,1305.05,1312.24,1291.98,1295.22,4512470000,1295.22
5/17/2012,1324.82,1326.36,1304.86,1304.86,4664280000,1304.86
5/16/2012,1330.78,1341.78,1324.79,1324.8,4280420000,1324.8
5/15/2012,1338.36,1344.94,1328.41,1330.66,4114040000,1330.66
5/14/2012,1351.93,1351.93,1336.61,1338.35,3688120000,1338.35
5/11/2012,1358.11,1365.66,1348.89,1353.39,3869070000,1353.39
5/10/2012,1354.58,1365.88,1354.58,1357.99,3727990000,1357.99
5/9/2012,1363.2,1363.73,1343.13,1354.58,4288540000,1354.58
5/8/2012,1369.16,1369.16,1347.75,1363.72,4261670000,1363.72
5/7/2012,1368.79,1373.91,1363.94,1369.58,3559390000,1369.58
5/4/2012,1391.51,1391.51,1367.96,1369.1,3975140000,1369.1
5/3/2012,1402.32,1403.07,1388.71,1391.57,4004910000,1391.57
5/2/2012,1405.5,1405.5,1393.92,1402.31,3803860000,1402.31
5/1/2012,1397.86,1415.32,1395.73,1405.82,3807950000,1405.82
4/30/2012,1403.26,1403.26,1394,1397.91,3574010000,1397.91
4/27/2012,1400.19,1406.64,1397.31,1403.36,3645830000,1403.36
4/26/2012,1390.64,1402.09,1387.28,1399.98,4034700000,1399.98
4/25/2012,1372.11,1391.37,1372.11,1390.69,3998430000,1390.69
4/24/2012,1366.97,1375.57,1366.82,1371.97,3617100000,1371.97
4/23/2012,1378.53,1378.53,1358.79,1366.94,3654860000,1366.94
4/20/2012,1376.96,1387.4,1376.96,1378.53,3833320000,1378.53
4/19/2012,1385.08,1390.46,1370.3,1376.92,4180020000,1376.92
4/18/2012,1390.78,1390.78,1383.29,1385.14,3463140000,1385.14
4/17/2012,1369.57,1392.76,1369.57,1390.78,3456200000,1390.78
4/16/2012,1370.27,1379.66,1365.38,1369.57,3574780000,1369.57
4/13/2012,1387.61,1387.61,1369.85,1370.26,3631160000,1370.26
4/12/2012,1368.77,1388.13,1368.77,1387.57,3618280000,1387.57
4/11/2012,1358.98,1374.71,1358.98,1368.71,3743040000,1368.71
4/10/2012,1382.18,1383.01,1357.38,1358.59,4631730000,1358.59
4/9/2012,1397.45,1397.45,1378.24,1382.2,3468980000,1382.2
4/5/2012,1398.79,1401.6,1392.92,1398.08,3303740000,1398.08
4/4/2012,1413.09,1413.09,1394.09,1398.96,3938290000,1398.96
4/3/2012,1418.98,1419,1404.62,1413.38,3822090000,1413.38
4/2/2012,1408.47,1422.38,1404.46,1419.04,3572010000,1419.04
3/30/2012,1403.31,1410.89,1401.42,1408.47,3676890000,1408.47
3/29/2012,1405.39,1405.39,1391.56,1403.28,3832000000,1403.28
3/28/2012,1412.52,1413.65,1397.2,1405.54,3892800000,1405.54
3/27/2012,1416.55,1419.15,1411.95,1412.52,3513640000,1412.52
3/26/2012,1397.11,1416.58,1397.11,1416.51,3576950000,1416.51
3/23/2012,1392.78,1399.18,1386.87,1397.11,3472950000,1397.11
3/22/2012,1402.89,1402.89,1388.73,1392.78,3740590000,1392.78
3/21/2012,1405.52,1407.75,1400.64,1402.89,3573590000,1402.89
3/20/2012,1409.59,1409.59,1397.68,1405.52,3695280000,1405.52
3/19/2012,1404.17,1414,1402.43,1409.75,3932570000,1409.75
3/16/2012,1402.55,1405.88,1401.47,1404.17,5163950000,1404.17
3/15/2012,1394.17,1402.63,1392.78,1402.6,4271650000,1402.6
3/14/2012,1395.95,1399.42,1389.97,1394.28,4502280000,1394.28
3/13/2012,1371.92,1396.13,1371.92,1395.95,4386470000,1395.95
3/12/2012,1370.78,1373.04,1366.69,1371.09,3081870000,1371.09
3/9/2012,1365.97,1374.76,1365.97,1370.87,3639470000,1370.87
3/8/2012,1352.65,1368.72,1352.65,1365.91,3543060000,1365.91
3/7/2012,1343.39,1354.85,1343.39,1352.63,3580380000,1352.63
3/6/2012,1363.63,1363.63,1340.03,1343.36,4191060000,1343.36
3/5/2012,1369.59,1369.59,1359.13,1364.33,3429480000,1364.33
3/2/2012,1374.09,1374.53,1366.42,1369.63,3283490000,1369.63
3/1/2012,1365.9,1376.17,1365.9,1374.09,3919240000,1374.09
2/29/2012,1372.2,1378.04,1363.81,1365.68,4482370000,1365.68
2/28/2012,1367.56,1373.09,1365.97,1372.18,3579120000,1372.18
2/27/2012,1365.2,1371.94,1354.92,1367.59,3648890000,1367.59
2/24/2012,1363.46,1368.92,1363.46,1365.74,3505360000,1365.74
2/23/2012,1357.53,1364.24,1352.28,1363.46,3786450000,1363.46
2/22/2012,1362.11,1362.7,1355.53,1357.66,3633710000,1357.66
2/21/2012,1361.22,1367.76,1358.11,1362.21,3795200000,1362.21
2/17/2012,1358.06,1363.4,1357.24,1361.23,3717640000,1361.23
2/16/2012,1342.61,1359.02,1341.22,1358.04,4108880000,1358.04
2/15/2012,1350.52,1355.87,1340.8,1343.23,4080340000,1343.23
2/14/2012,1351.3,1351.3,1340.83,1350.5,3889520000,1350.5
2/13/2012,1343.06,1353.35,1343.06,1351.77,3618040000,1351.77
2/10/2012,1351.21,1351.21,1337.35,1342.64,3877580000,1342.64
2/9/2012,1349.97,1354.32,1344.63,1351.95,4209890000,1351.95
2/8/2012,1347.04,1351,1341.95,1349.96,4096730000,1349.96
2/7/2012,1344.33,1349.24,1335.92,1347.05,3742460000,1347.05
2/6/2012,1344.32,1344.36,1337.52,1344.33,3379700000,1344.33
2/3/2012,1326.21,1345.34,1326.21,1344.9,4608550000,1344.9
2/2/2012,1324.24,1329.19,1321.57,1325.54,4120920000,1325.54
2/1/2012,1312.45,1330.52,1312.45,1324.09,4504360000,1324.09
1/31/2012,1313.53,1321.41,1306.69,1312.41,4235550000,1312.41
1/30/2012,1316.16,1316.16,1300.49,1313.01,3659010000,1313.01
1/27/2012,1318.25,1320.06,1311.72,1316.33,4007380000,1316.33
1/26/2012,1326.28,1333.47,1313.6,1318.43,4522070000,1318.43
1/25/2012,1314.4,1328.3,1307.65,1326.06,4410910000,1326.06
1/24/2012,1315.96,1315.96,1306.06,1314.65,3693560000,1314.65
1/23/2012,1315.29,1322.28,1309.89,1316,3770910000,1316
1/20/2012,1314.49,1315.38,1309.17,1315.38,3912620000,1315.38
1/19/2012,1308.07,1315.49,1308.07,1314.5,4465890000,1314.5
1/18/2012,1293.65,1308.11,1290.99,1308.04,4096160000,1308.04
1/17/2012,1290.22,1303,1290.22,1293.67,4010490000,1293.67
1/13/2012,1294.82,1294.82,1277.58,1289.09,3692370000,1289.09
1/12/2012,1292.48,1296.82,1285.77,1295.5,4019890000,1295.5
1/11/2012,1292.02,1293.8,1285.41,1292.48,3968120000,1292.48
1/10/2012,1280.77,1296.46,1280.77,1292.08,4221960000,1292.08
1/9/2012,1277.83,1281.99,1274.55,1280.7,3371600000,1280.7
1/6/2012,1280.93,1281.84,1273.34,1277.81,3656830000,1277.81
1/5/2012,1277.3,1283.05,1265.26,1281.06,4315950000,1281.06
1/4/2012,1277.03,1278.73,1268.1,1277.3,3592580000,1277.3
1/3/2012,1258.86,1284.62,1258.86,1277.06,3943710000,1277.06
12/30/2011,1262.82,1264.12,1257.46,1257.6,2271850000,1257.6
12/29/2011,1249.75,1263.54,1249.75,1263.02,2278130000,1263.02
12/28/2011,1265.38,1265.85,1248.64,1249.64,2349980000,1249.64
12/27/2011,1265.02,1269.37,1262.3,1265.43,2130590000,1265.43
12/23/2011,1254,1265.42,1254,1265.33,2233830000,1265.33
12/22/2011,1243.72,1255.22,1243.72,1254,3492250000,1254
12/21/2011,1241.25,1245.09,1229.51,1243.72,2959020000,1243.72
12/20/2011,1205.72,1242.82,1205.72,1241.3,4055590000,1241.3
12/19/2011,1219.74,1224.57,1202.37,1205.35,3659820000,1205.35
12/16/2011,1216.09,1231.04,1215.2,1219.66,5345800000,1219.66
12/15/2011,1212.12,1225.6,1212.12,1215.75,3810340000,1215.75
12/14/2011,1225.73,1225.73,1209.47,1211.82,4298290000,1211.82
12/13/2011,1236.83,1249.86,1219.43,1225.73,4121570000,1225.73
12/12/2011,1255.05,1255.05,1227.25,1236.47,3600570000,1236.47
12/9/2011,1234.48,1258.25,1234.48,1255.19,3830610000,1255.19
12/8/2011,1260.87,1260.87,1231.47,1234.35,4298370000,1234.35
12/7/2011,1258.14,1267.06,1244.8,1261.01,4160540000,1261.01
12/6/2011,1257.19,1266.03,1253.03,1258.47,3734230000,1258.47
12/5/2011,1244.33,1266.73,1244.33,1257.08,4148060000,1257.08
12/2/2011,1246.03,1260.08,1243.35,1244.28,4144310000,1244.28
12/1/2011,1246.91,1251.09,1239.73,1244.58,3818680000,1244.58
11/30/2011,1196.72,1247.11,1196.72,1246.96,5801910000,1246.96
11/29/2011,1192.56,1203.67,1191.8,1195.19,3992650000,1195.19
11/28/2011,1158.67,1197.35,1158.67,1192.55,3920750000,1192.55
11/25/2011,1161.41,1172.66,1158.66,1158.67,1664200000,1158.67
11/23/2011,1187.48,1187.48,1161.79,1161.79,3798940000,1161.79
11/22/2011,1192.98,1196.81,1181.65,1188.04,3911710000,1188.04
11/21/2011,1215.62,1215.62,1183.16,1192.98,4050070000,1192.98
11/18/2011,1216.19,1223.51,1211.36,1215.65,3827610000,1215.65
11/17/2011,1236.56,1237.73,1209.43,1216.13,4596450000,1216.13
11/16/2011,1257.81,1259.61,1235.67,1236.91,4085010000,1236.91
11/15/2011,1251.7,1264.25,1244.34,1257.81,3599300000,1257.81
11/14/2011,1263.85,1263.85,1246.68,1251.78,3219680000,1251.78
11/11/2011,1240.12,1266.98,1240.12,1263.85,3357850000,1263.85
11/10/2011,1229.59,1246.22,1227.7,1239.7,4002760000,1239.7
11/9/2011,1275.18,1275.18,1226.64,1229.1,4659740000,1229.1
11/8/2011,1261.12,1277.55,1254.99,1275.92,3908490000,1275.92
11/7/2011,1253.21,1261.7,1240.75,1261.12,3429740000,1261.12
11/4/2011,1260.82,1260.82,1238.92,1253.23,3830650000,1253.23
